"","id","origen.x","origen.y","var.x","E_final_diagnosis_numeric_cor","E_final_diagnosis_numeric_chi","E_final_diagnosis_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"810","ECSA","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",-0.1166,0.0141,0.1656,NA,NA,NA,-0.2664,0.5121,0.0013,0.5542,0,0,NA,NA,NA,NA,NA,NA
"811","ECSA","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",-0.442,0.4555,0,NA,NA,NA,-0.1178,0.4607,0.1613,0.7485,0.4607,0,NA,NA,NA,NA,NA,NA
"812","ECSA","Pulsera","TargetVar","S_dur_day_total_IN_min",-0.0983,0.4555,0.2428,NA,NA,NA,-0.0919,0.4607,0.2749,0.2661,0.4607,0.0013,NA,NA,NA,NA,NA,NA
"813","ECSA","Pulsera","TargetVar","S_dur_day_total_LIG_min",-0.2949,0.4555,4e-04,NA,NA,NA,-0.2945,0.4607,4e-04,0.8268,0.4607,0,NA,NA,NA,NA,NA,NA
"814","ECSA","Pulsera","TargetVar","S_dur_day_total_MOD_min",0.2372,0.4555,0.0043,NA,NA,NA,0.28,0.4607,7e-04,-0.7303,0.4607,0,NA,NA,NA,NA,NA,NA
"815","ECSA","Pulsera","TargetVar","S_dur_day_total_VIG_min",-0.001,0.359,0.9902,NA,NA,NA,-0.1857,0.4986,0.0264,0.2829,0.6281,6e-04,NA,NA,NA,NA,NA,NA
"816","ECSA","Pulsera","TargetVar","S_dur_day_min",-0.1758,0.4555,0.0357,NA,NA,NA,-0.1567,0.4607,0.0617,0.4642,0.4607,0,NA,NA,NA,NA,NA,NA
"817","ECSA","Pulsera","TargetVar","S_dur_spt_min",0.2526,0.4555,0.0023,NA,NA,NA,0.2014,0.4607,0.0159,-0.6311,0.4607,0,NA,NA,NA,NA,NA,NA
"818","ECSA","Pulsera","TargetVar","S_dur_day_spt_min",0.041,0.4555,0.6268,NA,NA,NA,0.0123,0.4607,0.8839,-0.0716,0.4607,0.3957,NA,NA,NA,NA,NA,NA
"819","ECSA","Pulsera","TargetVar","S_N_atleast5minwakenight",0.113,0.0072,0.179,NA,NA,NA,0.2205,0.2162,0.0081,-0.48,0.6922,0,NA,NA,NA,NA,NA,NA
"820","ECSA","Pulsera","TargetVar","S_sleep_efficiency",-0.2566,0.4555,0.002,NA,NA,NA,0.6035,0.4607,0,-0.584,0.4607,0,NA,NA,NA,NA,NA,NA
"821","ECSA","Pulsera","TargetVar","S_ACC_spt_sleep_mg",-0.0466,0.4555,0.5804,NA,NA,NA,-0.0683,0.4607,0.4174,0.1637,0.4607,0.0507,NA,NA,NA,NA,NA,NA
"822","ECSA","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",-0.318,0.4555,1e-04,NA,NA,NA,0.021,0.4607,0.803,0.3781,0.4607,0,NA,NA,NA,NA,NA,NA
"823","ECSA","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",-0.3812,0.4555,0,NA,NA,NA,0.5902,0.4607,0,-0.4031,0.4607,0,NA,NA,NA,NA,NA,NA
"824","ECSA","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",-0.3324,0.4555,0,NA,NA,NA,0.0279,0.4607,0.7405,0.3863,0.4607,0,NA,NA,NA,NA,NA,NA
"826","ECSA","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",-0.5871,0.4555,0,NA,NA,NA,0.4285,0.4607,0,0.1075,0.4607,0.2013,NA,NA,NA,NA,NA,NA
"827","ECSA","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",0.2687,0.4555,0.0012,NA,NA,NA,0.184,0.4607,0.0278,-0.6254,0.4607,0,NA,NA,NA,NA,NA,NA
"828","ECSA","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",-0.1908,0.4555,0.0224,NA,NA,NA,0.1001,0.4607,0.2344,0.0944,0.4607,0.2622,NA,NA,NA,NA,NA,NA
"829","ECSA","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",-0.0534,0.4224,0.5264,NA,NA,NA,-0.5445,0.4371,0,0.8944,0.4371,0,NA,NA,NA,NA,NA,NA
"830","ECSA","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",-0.2671,0.4555,0.0013,NA,NA,NA,0.0638,0.4607,0.4493,0.2477,0.4607,0.0029,NA,NA,NA,NA,NA,NA
"831","ECSA","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",-0.5753,0.4555,0,NA,NA,NA,0.3265,0.4607,1e-04,0.2469,0.4607,0.003,NA,NA,NA,NA,NA,NA
"832","ECSA","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",-0.4576,0.4555,0,NA,NA,NA,0.536,0.4607,0,-0.2225,0.4607,0.0076,NA,NA,NA,NA,NA,NA
"833","ECSA","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",-0.4875,0.4555,0,NA,NA,NA,0.4362,0.4607,0,-0.0325,0.4607,0.6996,NA,NA,NA,NA,NA,NA
"834","ECSA","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",0.4456,0.4555,0,NA,NA,NA,0.054,0.4607,0.5215,-0.6566,0.4607,0,NA,NA,NA,NA,NA,NA
"835","ECSA","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",0.5219,0.4555,0,NA,NA,NA,-0.1196,0.4607,0.1548,-0.4918,0.4607,0,NA,NA,NA,NA,NA,NA
"836","ECSA","Pulsera","TargetVar","S_ACC_day_total_IN_mg",-0.5783,0.4555,0,NA,NA,NA,0.3024,0.4607,2e-04,0.2874,0.4607,5e-04,NA,NA,NA,NA,NA,NA
"837","ECSA","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",0.2612,0.4555,0.0016,NA,NA,NA,0.0471,0.4607,0.5764,-0.4083,0.4607,0,NA,NA,NA,NA,NA,NA
"838","ECSA","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",-0.0561,0.4555,0.5061,NA,NA,NA,0.269,0.4607,0.0012,-0.3355,0.4607,0,NA,NA,NA,NA,NA,NA
"839","ECSA","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",0.1514,0.4224,0.071,NA,NA,NA,-0.4942,0.4371,0,0.5539,0.4371,0,NA,NA,NA,NA,NA,NA
"840","ECSA","Pulsera","TargetVar","S_ACC_day_mg",-0.2899,0.4555,4e-04,NA,NA,NA,0.5517,0.4607,0,-0.4625,0.4607,0,NA,NA,NA,NA,NA,NA
"841","ECSA","Pulsera","TargetVar","S_ACC_spt_mg",-0.3416,0.4555,0,NA,NA,NA,-0.0698,0.4607,0.4076,0.5463,0.4607,0,NA,NA,NA,NA,NA,NA
"842","ECSA","Pulsera","TargetVar","S_ACC_day_spt_mg",-0.5344,0.4555,0,NA,NA,NA,0.3239,0.4607,1e-04,0.1981,0.4607,0.0177,NA,NA,NA,NA,NA,NA
"843","ECSA","Pulsera","TargetVar","S_quantile_mostactive60min_mg",-0.0492,0.4555,0.5597,NA,NA,NA,0.4731,0.4607,0,-0.6538,0.4607,0,NA,NA,NA,NA,NA,NA
"844","ECSA","Pulsera","TargetVar","S_quantile_mostactive30min_mg",-0.0981,0.4555,0.2436,NA,NA,NA,0.4653,0.4607,0,-0.5788,0.4607,0,NA,NA,NA,NA,NA,NA
"845","ECSA","Pulsera","TargetVar","S_L5VALUE",-0.1874,0.4555,0.025,NA,NA,NA,0.0044,0.4607,0.958,0.2349,0.4607,0.0047,NA,NA,NA,NA,NA,NA
"846","ECSA","Pulsera","TargetVar","S_M5VALUE",-0.0449,0.4555,0.5943,NA,NA,NA,0.4911,0.4607,0,-0.6866,0.4607,0,NA,NA,NA,NA,NA,NA
"847","ECSA","Pulsera","TargetVar","S_L5TIME_num",0.1374,0.4555,0.1017,NA,NA,NA,0.3925,0.4607,0,-0.7723,0.4607,0,NA,NA,NA,NA,NA,NA
"848","ECSA","Pulsera","TargetVar","S_M5TIME_num",-0.0595,0.4555,0.4803,NA,NA,NA,-0.1401,0.4607,0.0951,0.2891,0.4607,5e-04,NA,NA,NA,NA,NA,NA
"849","ECSA","Pulsera","TargetVar","S_L10VALUE",-0.275,0.4555,9e-04,NA,NA,NA,-0.2159,0.4607,0.0096,0.6819,0.4607,0,NA,NA,NA,NA,NA,NA
"850","ECSA","Pulsera","TargetVar","S_M10VALUE",-0.1478,0.4555,0.0781,NA,NA,NA,0.3669,0.4607,0,-0.3656,0.4607,0,NA,NA,NA,NA,NA,NA
"851","ECSA","Pulsera","TargetVar","S_L10TIME_num",0.0393,0.4555,0.6414,NA,NA,NA,0.2826,0.4607,6e-04,-0.479,0.4607,0,NA,NA,NA,NA,NA,NA
"852","ECSA","Pulsera","TargetVar","S_M10TIME_num",0.3466,0.4555,0,NA,NA,NA,-0.3336,0.4607,0,0.0587,0.4607,0.4861,NA,NA,NA,NA,NA,NA
"853","ECSA","Pulsera","TargetVar","S_Nbouts_day_MVPA_bts_1",0.4311,0.0057,0,NA,NA,NA,-0.0368,0.1838,0.6623,-0.5001,0.6166,0,NA,NA,NA,NA,NA,NA
"854","ECSA","Pulsera","TargetVar","S_Nbouts_day_IN_bts_30",-0.4766,0.341,0,NA,NA,NA,0.3028,0.4713,2e-04,0.1556,0.5854,0.0635,NA,NA,NA,NA,NA,NA
"855","ECSA","Pulsera","TargetVar","S_Nbouts_day_IN_bts_10_30",0.3678,0.2977,0,NA,NA,NA,-0.3437,0.5159,0,0.0468,0.7183,0.5787,NA,NA,NA,NA,NA,NA
"856","ECSA","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",0.1166,0.4227,0.1656,NA,NA,NA,-0.3906,0.4609,0,0.4418,0.4891,0,NA,NA,NA,NA,NA,NA
"857","ECSA","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_10",-0.1188,0,0.1578,NA,NA,NA,-0.2587,0.159,0.0018,0.5453,0,0,NA,NA,NA,NA,NA,NA
"858","ECSA","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",-0.4068,0.3574,0,NA,NA,NA,-0.1505,0.4133,0.0728,0.7527,0.4411,0,NA,NA,NA,NA,NA,NA
"859","ECSA","Pulsera","TargetVar","S_Nblocks_spt_sleep",-0.213,0.1908,0.0106,NA,NA,NA,0.6877,0.2614,0,-0.7678,0.2614,0,NA,NA,NA,NA,NA,NA
"860","ECSA","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",-0.3855,0.4224,0,NA,NA,NA,-0.0916,0.4371,0.2766,0.636,0.4371,0,NA,NA,NA,NA,NA,NA
"861","ECSA","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",-0.3885,0.4224,0,NA,NA,NA,-0.1269,0.4371,0.1309,0.6934,0.4371,0,NA,NA,NA,NA,NA,NA
"862","ECSA","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",-0.5059,0.2817,0,NA,NA,NA,0.0769,0.3448,0.3613,0.5358,0.3578,0,NA,NA,NA,NA,NA,NA
"864","ECSA","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",-0.1904,0.4392,0.0228,NA,NA,NA,-0.2757,0.4608,9e-04,0.6635,0.4748,0,NA,NA,NA,NA,NA,NA
"865","ECSA","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",-0.13,0.4555,0.1216,NA,NA,NA,-0.3133,0.4607,1e-04,0.6426,0.4607,0,NA,NA,NA,NA,NA,NA
"866","ECSA","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",-0.0613,0.3898,0.4672,NA,NA,NA,-0.3315,0.4138,1e-04,0.5815,0.4138,0,NA,NA,NA,NA,NA,NA
"867","ECSA","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",0.1065,0.1873,0.2054,NA,NA,NA,-0.226,0.3794,0.0066,0.2052,0.5438,0.0139,NA,NA,NA,NA,NA,NA
"868","ECSA","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",0.4311,0.0057,0,NA,NA,NA,-0.0368,0.1838,0.6623,-0.5001,0.6166,0,NA,NA,NA,NA,NA,NA
"869","ECSA","Pulsera","TargetVar","S_Nblocks_day_IN_bts_30",-0.4751,0.01,0,NA,NA,NA,0.2424,0.4291,0.0035,0.2452,0,0.0032,NA,NA,NA,NA,NA,NA
"870","ECSA","Pulsera","TargetVar","S_Nblocks_day_IN_bts_10_30",0.3612,0.2975,0,NA,NA,NA,-0.3204,0.5062,1e-04,0.0199,0.6993,0.8133,NA,NA,NA,NA,NA,NA
"871","ECSA","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",0.0996,0.4433,0.2365,NA,NA,NA,-0.386,0.505,0,0.4567,0.5684,0,NA,NA,NA,NA,NA,NA
"872","ECSA","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",-0.1188,0,0.1578,NA,NA,NA,-0.2587,0.159,0.0018,0.5453,0,0,NA,NA,NA,NA,NA,NA
"873","ECSA","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",-0.4068,0.3574,0,NA,NA,NA,-0.1505,0.4133,0.0728,0.7527,0.4411,0,NA,NA,NA,NA,NA,NA
"874","ECSA","Pulsera","TargetVar","S_Nblocks_day_total_IN",-0.2369,0.4555,0.0044,NA,NA,NA,-0.252,0.4607,0.0024,0.6876,0.4607,0,NA,NA,NA,NA,NA,NA
"875","ECSA","Pulsera","TargetVar","S_Nblocks_day_total_LIG",-0.2205,0.4555,0.0081,NA,NA,NA,-0.2879,0.4607,5e-04,0.7209,0.4607,0,NA,NA,NA,NA,NA,NA
"876","ECSA","Pulsera","TargetVar","S_Nblocks_day_total_MOD",-0.0346,0.4392,0.6812,NA,NA,NA,-0.3278,0.4608,1e-04,0.5416,0.4748,0,NA,NA,NA,NA,NA,NA
"877","ECSA","Pulsera","TargetVar","S_Nblocks_day_total_VIG",0.0305,0.316,0.7175,NA,NA,NA,-0.2184,0.4624,0.0088,0.2918,0.5895,4e-04,NA,NA,NA,NA,NA,NA
"883","ECSA","Intervenciones","TargetVar","I_alleviation",0.6124,0.8195,0.2722,NA,NA,NA,-0.6124,0.8195,0.2722,0.6124,0.8195,0.2722,NA,NA,NA,NA,NA,NA
"886","ECSA","Intervenciones","TargetVar","I_diagnosis",0.7454,0.2059,0.0338,NA,NA,NA,-0.7454,0.2059,0.0338,0.7454,0.2059,0.0338,NA,NA,NA,NA,NA,NA
"887","ECSA","Intervenciones","TargetVar","I_intervencion_type",-0.0667,1,0.8754,NA,NA,NA,0.0667,1,0.8754,-0.0667,1,0.8754,NA,NA,NA,NA,NA,NA
"888","ECSA","Intervenciones","TargetVar","I_significant_change",0.7454,0.2059,0.0338,NA,NA,NA,-0.7454,0.2059,0.0338,0.7454,0.2059,0.0338,NA,NA,NA,NA,NA,NA
"889","ECSA","Young","TargetVar","Y_euphoria",0.5976,0.3241,0.0892,NA,NA,NA,-0.5976,0.3241,0.0892,0.5976,0.3241,0.0892,NA,NA,NA,NA,NA,NA
"890","ECSA","Young","TargetVar","Y_hyperactivity",0.7906,0.0969,0.0112,NA,NA,NA,-0.7906,0.0969,0.0112,0.7906,0.0969,0.0112,NA,NA,NA,NA,NA,NA
"892","ECSA","Young","TargetVar","Y_sleep",0.8367,0.0429,0.0049,NA,NA,NA,-0.8367,0.0429,0.0049,0.8367,0.0429,0.0049,NA,NA,NA,NA,NA,NA
"893","ECSA","Young","TargetVar","Y_irritability",0.6181,0.0727,0.076,NA,NA,NA,-0.6181,0.0727,0.076,0.6181,0.0727,0.076,NA,NA,NA,NA,NA,NA
"894","ECSA","Young","TargetVar","Y_verbal_expression",0.6614,0.1314,0.0524,NA,NA,NA,-0.6614,0.1314,0.0524,0.6614,0.1314,0.0524,NA,NA,NA,NA,NA,NA
"895","ECSA","Young","TargetVar","Y_thought_disorder",0.3953,0.9056,0.2924,NA,NA,NA,-0.3953,0.9056,0.2924,0.3953,0.9056,0.2924,NA,NA,NA,NA,NA,NA
"896","ECSA","Young","TargetVar","Y_content",0.5976,0.3241,0.0892,NA,NA,NA,-0.5976,0.3241,0.0892,0.5976,0.3241,0.0892,NA,NA,NA,NA,NA,NA
"901","ECSA","HRSD","TargetVar","H_guilt",-0.2928,1,0.4816,NA,NA,NA,0.2928,1,0.4816,-0.2928,1,0.4816,NA,NA,NA,NA,NA,NA
"903","ECSA","HRSD","TargetVar","H_early_insonmia",0.1491,1,0.7246,NA,NA,NA,-0.1491,1,0.7246,0.1491,1,0.7246,NA,NA,NA,NA,NA,NA
"904","ECSA","HRSD","TargetVar","H_mid_insonmia",-0.0377,0.6884,0.9295,NA,NA,NA,0.0377,0.6884,0.9295,-0.0377,0.6884,0.9295,NA,NA,NA,NA,NA,NA
"905","ECSA","HRSD","TargetVar","H_late_insonmia",0.7454,0.2059,0.0338,NA,NA,NA,-0.7454,0.2059,0.0338,0.7454,0.2059,0.0338,NA,NA,NA,NA,NA,NA
"906","ECSA","HRSD","TargetVar","H_activity",-0.4174,0.4493,0.3036,NA,NA,NA,0.4174,0.4493,0.3036,-0.4174,0.4493,0.3036,NA,NA,NA,NA,NA,NA
"917","ECSA","HRSD","TargetVar","H_hrsd",0.1654,0.5884,0.6956,NA,NA,NA,-0.1654,0.5884,0.6956,0.1654,0.5884,0.6956,NA,NA,NA,NA,NA,NA
"918","ECSA","Young","TargetVar","Y_young",0.9539,0.1091,1e-04,NA,NA,NA,-0.9539,0.1091,1e-04,0.9539,0.1091,1e-04,NA,NA,NA,NA,NA,NA
"919","GIUS","Diario","TargetVar","D_animus",0.1525,0.0016,0.0347,-0.1016,0.0323,0.161,-0.0988,0.1616,0.1727,0.229,1e-04,0.0014,0.0611,0.6417,0.3999,NA,NA,NA
"920","GIUS","Diario","TargetVar","D_anxiety",-0.2906,0,0,0.3692,0,0,-0.2242,0,0.0018,-0.2942,1e-04,0,-0.0391,0.1307,0.5903,NA,NA,NA
"921","GIUS","Diario","TargetVar","D_irritability",-0.1439,0.0146,0.0464,0.2282,0.0119,0.0015,-0.217,0.0038,0.0025,-0.1102,0.3756,0.1282,0.0012,0.3678,0.9868,NA,NA,NA
"922","GIUS","Diario","TargetVar","D_concentration",0.226,0,0.0016,-0.2263,6e-04,0.0016,-0.0522,0.007,0.4723,0.4819,0,0,-0.0512,0.7589,0.4804,NA,NA,NA
"924","GIUS","Diario","TargetVar","D_caffeine",0.0667,0,0.358,-0.1221,0.0082,0.0917,0.2394,0.1166,8e-04,-0.207,0,0.004,0.1224,0.9456,0.0907,NA,NA,NA
"925","GIUS","Diario","TargetVar","D_sleep_time",0.1968,0.1055,0.0062,-0.082,0.2195,0.258,-0.2073,0.1054,0.0039,0.2495,0,5e-04,0.1458,1,0.0437,NA,NA,NA
"926","GIUS","Diario","TargetVar","D_wakeup_time",-0.1503,0.8636,0.0374,0.0572,0.4579,0.4304,0.228,0.0134,0.0015,-0.3335,0.3951,0,-0.0401,1,0.5803,NA,NA,NA
"927","GIUS","Diario","TargetVar","D_motivation",0.1589,0,0.0277,-0.0825,0.0064,0.2555,-0.0814,0.4029,0.2618,0.0716,0,0.3237,0.1726,0.0045,0.0167,NA,NA,NA
"928","GIUS","Diario","TargetVar","D_sleep_quality",-0.0764,0,0.2923,0.0783,0.5667,0.2806,0.0864,0.0173,0.2337,-0.339,0,0,0.1125,0.2361,0.1204,NA,NA,NA
"929","GIUS","Diario","TargetVar","D_slowness_fill_form",0.0455,0.6726,0.5305,-0.0382,0.4013,0.5986,-0.0832,0.928,0.2514,0.2379,0.0173,9e-04,-0.0787,0.9738,0.2776,NA,NA,NA
"930","GIUS","Diario","TargetVar","D_sleep_duration",-0.0925,0.2449,0.2019,0.0778,0.1598,0.2833,0.0369,0.027,0.6111,-0.1626,0.0182,0.0243,-0.0103,0.9999,0.8872,NA,NA,NA
"931","GIUS","Diario","TargetVar","D_sleep_zenith",-0.1573,0.1819,0.0293,0.0224,0.1899,0.7575,0.3294,0.0262,0,-0.3861,4e-04,0,-0.0549,1,0.4492,NA,NA,NA
"934","GIUS","Diario","TargetVar","D_observation_string_length",0.0613,1e-04,0.3985,-0.0506,0.0918,0.486,-0.0735,0.9997,0.3108,0.2224,0,0.0019,-0.0533,1,0.4628,NA,NA,NA
"935","GIUS","Diario","TargetVar","D_time_start_form",-0.1212,0.5446,0.094,0.0568,0.4855,0.4336,0.174,0.6053,0.0158,-0.2974,0.3094,0,-0.0079,0.6567,0.9132,NA,NA,NA
"936","GIUS","Diario","TargetVar","D_slowness_fill_form_no_outliers",0.1351,0.6726,0.0616,-0.1302,0.4013,0.0718,-0.1041,0.928,0.1509,0.4406,0.0173,0,-0.1072,0.9738,0.1388,NA,NA,NA
"937","GIUS","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",0.1351,0.6726,0.0616,-0.1302,0.4013,0.0718,-0.1041,0.928,0.1509,0.4406,0.0173,0,-0.1072,0.9738,0.1388,NA,NA,NA
"938","GIUS","Pulsera","TargetVar","S_week",0.1578,0,0.0289,-0.2006,0,0.0053,3e-04,0,0.9962,0.4563,0,0,-0.1366,0,0.0589,NA,NA,NA
"939","GIUS","Pulsera","TargetVar","S_window_number",-0.0921,0.3648,0.2511,-0.14,0.6538,0.0803,0.3541,0.5586,0,NA,NA,NA,-0.2524,0.2115,0.0014,NA,NA,NA
"940","GIUS","Pulsera","TargetVar","S_sleeponset",0.1364,0.4861,0.0884,-0.2524,0.5013,0.0014,0.283,0.5243,3e-04,NA,NA,NA,0.0165,0.44,0.8373,NA,NA,NA
"941","GIUS","Pulsera","TargetVar","S_wakeup",0.1347,0.4259,0.0926,-0.1226,0.44,0.1262,0.0571,0.44,0.4779,NA,NA,NA,0.1147,0.44,0.1525,NA,NA,NA
"942","GIUS","Pulsera","TargetVar","S_night_number",-0.0839,0.2013,0.296,-0.1544,0.4535,0.0535,0.3696,0.2388,0,NA,NA,NA,-0.2508,0.254,0.0015,NA,NA,NA
"943","GIUS","Pulsera","TargetVar","S_daysleeper",0.0165,0.4621,0.8376,-0.1347,0.2538,0.0926,0.2171,0.003,0.0063,NA,NA,NA,-0.079,1,0.3256,NA,NA,NA
"944","GIUS","Pulsera","TargetVar","S_cleaningcode",-0.0699,0.9954,0.3845,0.0832,0.8596,0.3001,-0.0641,0.9415,0.4251,NA,NA,NA,-0.0443,0.9848,0.5821,NA,NA,NA
"947","GIUS","Pulsera","TargetVar","S_nonwear_perc_day",-0.038,0.8516,0.6367,0.0452,1,0.5737,-0.0348,1,0.6648,NA,NA,NA,-0.0241,1,0.7649,NA,NA,NA
"948","GIUS","Pulsera","TargetVar","S_nonwear_perc_spt",-0.1094,0.9141,0.1727,0.0123,0.4295,0.8786,0.1069,0.0156,0.1828,NA,NA,NA,-0.161,1,0.044,NA,NA,NA
"949","GIUS","Pulsera","TargetVar","S_nonwear_perc_day_spt",-0.1173,0.9315,0.1434,0.0254,0.4573,0.7526,0.0932,0.0193,0.2456,NA,NA,NA,-0.1632,1,0.0412,NA,NA,NA
"950","GIUS","Pulsera","TargetVar","S_dur_spt_sleep_min",-0.0437,0.3947,0.5871,-0.0091,0.4177,0.9103,0.0672,0.4177,0.403,NA,NA,NA,-0.0751,0.4177,0.3497,NA,NA,NA
"951","GIUS","Pulsera","TargetVar","S_dur_spt_wake_IN_min",0.0795,0.4259,0.3222,-0.0757,0.44,0.3458,0.0396,0.44,0.6223,NA,NA,NA,0.0651,0.44,0.4178,NA,NA,NA
"952","GIUS","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",0.2746,0.4506,5e-04,-0.1596,0.4951,0.0458,-0.0422,0.5415,0.5997,NA,NA,NA,0.3041,0.3738,1e-04,NA,NA,NA
"953","GIUS","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",0.2337,0.1146,0.0032,-0.2184,0.2156,0.006,0.1091,0.2204,0.1737,NA,NA,NA,0.1946,0.1624,0.0146,NA,NA,NA
"954","GIUS","Pulsera","TargetVar","S_dur_spt_wake_VIG_min",0.0471,0.0715,0.5584,-0.0189,0.6738,0.8143,-0.0221,0.9999,0.7837,NA,NA,NA,0.0587,0,0.4654,NA,NA,NA
"955","GIUS","Pulsera","TargetVar","S_dur_day_IN_unbt_min",0.0741,0.4861,0.3563,-0.0488,0.5013,0.5435,-0.0012,0.5243,0.9877,NA,NA,NA,0.0776,0.44,0.3342,NA,NA,NA
"956","GIUS","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",0.1171,0.4683,0.144,-0.0856,0.4559,0.2864,0.0128,0.3956,0.8739,NA,NA,NA,0.1161,0.5439,0.1476,NA,NA,NA
"957","GIUS","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",0.1587,0.4786,0.0471,-0.0478,0.5267,0.5523,-0.1025,0.5417,0.2016,NA,NA,NA,0.2103,0.4065,0.0082,NA,NA,NA
"958","GIUS","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",0.2272,0.0554,0.0042,-0.0467,0.2722,0.5615,-0.1847,0.646,0.0205,NA,NA,NA,0.3178,0.0062,0,NA,NA,NA
"959","GIUS","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",0.1638,0.1444,0.0404,-0.1107,0.3457,0.1674,0.0021,0.4808,0.9793,NA,NA,NA,0.1693,0.0681,0.034,NA,NA,NA
"960","GIUS","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",-0.0336,0.4576,0.6764,-0.0662,0.4625,0.4099,0.1557,0.4625,0.0515,NA,NA,NA,-0.1038,0.4625,0.1958,NA,NA,NA
"961","GIUS","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",-0.0423,0.4683,0.5989,0.1591,0.4559,0.0465,-0.2297,0.3956,0.0038,NA,NA,NA,0.0577,0.5439,0.4728,NA,NA,NA
"962","GIUS","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",0.1073,0.4861,0.1811,-0.0937,0.5013,0.243,0.0386,0.5243,0.6315,NA,NA,NA,0.0944,0.44,0.2394,NA,NA,NA
"963","GIUS","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",0.4195,5e-04,0,-0.2818,0.0758,3e-04,0.0023,0.4175,0.9774,NA,NA,NA,0.435,0,0,NA,NA,NA
"964","GIUS","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",-0.0344,0.4683,0.6689,0.0251,0.4559,0.7549,-0.0037,0.3956,0.9633,NA,NA,NA,-0.0341,0.5439,0.6715,NA,NA,NA
"965","GIUS","Pulsera","TargetVar","S_dur_day_total_IN_min",0.0096,0.4576,0.9047,-0.1058,0.4625,0.1871,0.1745,0.4625,0.0288,NA,NA,NA,-0.0672,0.4625,0.4029,NA,NA,NA
"966","GIUS","Pulsera","TargetVar","S_dur_day_total_LIG_min",0.1313,0.4259,0.1011,-0.102,0.44,0.2037,0.0249,0.44,0.7572,NA,NA,NA,0.1255,0.44,0.1173,NA,NA,NA
"967","GIUS","Pulsera","TargetVar","S_dur_day_total_MOD_min",0.1748,0.391,0.0286,-0.0935,0.4333,0.2443,-0.0411,0.456,0.6092,NA,NA,NA,0.1998,0.3738,0.0121,NA,NA,NA
"968","GIUS","Pulsera","TargetVar","S_dur_day_total_VIG_min",0.2582,0.062,0.0011,-0.0155,0.3427,0.8475,-0.276,0.4955,5e-04,NA,NA,NA,0.3904,0.0141,0,NA,NA,NA
"969","GIUS","Pulsera","TargetVar","S_dur_day_min",0.0786,0.4576,0.3281,-0.1456,0.4625,0.0689,0.1634,0.4625,0.0409,NA,NA,NA,0.0093,0.4625,0.9076,NA,NA,NA
