"","id","origen.x","origen.y","var.x","Z_dx_numeric_cor","Z_dx_numeric_chi","Z_dx_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"140","ALPA","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",-0.2082,0.4573,0.0093,-0.1364,0.4622,0.0906,0.3341,0.4622,0,NA,NA,NA,-0.278,0.4622,5e-04,NA,NA,NA
"141","ALPA","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",-0.102,0.4573,0.2064,2e-04,0.4622,0.9983,0.1018,0.4622,0.2076,NA,NA,NA,-0.1133,0.4622,0.1604,NA,NA,NA
"142","ALPA","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",0.1653,0.4573,0.0398,0.0604,0.4622,0.4555,-0.221,0.4622,0.0057,NA,NA,NA,0.2044,0.4622,0.0107,NA,NA,NA
"143","ALPA","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",0.0782,0.3941,0.3331,0.0401,0.4172,0.62,-0.1153,0.4172,0.1532,NA,NA,NA,0.1007,0.4172,0.2126,NA,NA,NA
"144","ALPA","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",0.3692,0.4573,0,0.211,0.4622,0.0084,-0.564,0.4622,0,NA,NA,NA,0.4825,0.4622,0,NA,NA,NA
"145","ALPA","Pulsera","TargetVar","S_ACC_day_mg",0.1757,0.4573,0.0288,0.1487,0.4622,0.0648,-0.313,0.4622,1e-04,NA,NA,NA,0.2461,0.4622,0.002,NA,NA,NA
"146","ALPA","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",-0.3611,0.4573,0,-0.2581,0.4622,0.0012,0.5995,0.4622,0,NA,NA,NA,-0.4897,0.4622,0,NA,NA,NA
"147","ALPA","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",-0.1796,0.4573,0.0253,-0.1241,0.4622,0.124,0.2942,0.4622,2e-04,NA,NA,NA,-0.2421,0.4622,0.0024,NA,NA,NA
"148","ALPA","Pulsera","TargetVar","S_ACC_day_spt_mg",0.1387,0.4573,0.0853,0.0949,0.4622,0.2403,-0.2263,0.4622,0.0046,NA,NA,NA,0.1866,0.4622,0.0201,NA,NA,NA
"149","ALPA","Pulsera","TargetVar","S_ACC_day_total_IN_mg",-0.1407,0.4573,0.0808,-0.0261,0.4622,0.7473,0.1647,0.4622,0.0406,NA,NA,NA,-0.1653,0.4622,0.0399,NA,NA,NA
"150","ALPA","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",0.4217,0.4573,0,0.2585,0.4622,0.0012,-0.6604,0.4622,0,NA,NA,NA,0.5571,0.4622,0,NA,NA,NA
"151","ALPA","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",-0.1564,0.4573,0.052,-0.0921,0.4622,0.2543,0.2414,0.4622,0.0025,NA,NA,NA,-0.2053,0.4622,0.0104,NA,NA,NA
"152","ALPA","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",0.0209,0.4573,0.7961,-7e-04,0.4622,0.9931,-0.0203,0.4622,0.8024,NA,NA,NA,0.023,0.4622,0.7763,NA,NA,NA
"153","ALPA","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",0.2254,0.4573,0.0048,0.1711,0.4622,0.0333,-0.3834,0.4622,0,NA,NA,NA,0.309,0.4622,1e-04,NA,NA,NA
"154","ALPA","Pulsera","TargetVar","S_ACC_spt_mg",-0.2617,0.4573,0.001,-0.2171,0.4622,0.0067,0.4623,0.4622,0,NA,NA,NA,-0.3652,0.4622,0,NA,NA,NA
"155","ALPA","Pulsera","TargetVar","S_ACC_spt_sleep_mg",-0.2155,0.4573,0.0071,-0.1928,0.4622,0.0163,0.3936,0.4622,0,NA,NA,NA,-0.3055,0.4622,1e-04,NA,NA,NA
"156","ALPA","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",-0.0436,0.4573,0.59,-0.0482,0.4622,0.5516,0.0881,0.4622,0.2755,NA,NA,NA,-0.065,0.4622,0.4219,NA,NA,NA
"157","ALPA","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",-0.1967,0.4573,0.0142,-0.1518,0.4622,0.0593,0.3369,0.4622,0,NA,NA,NA,-0.2705,0.4622,7e-04,NA,NA,NA
"158","ALPA","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",-0.3085,0.4573,1e-04,-0.2405,0.4622,0.0026,0.5306,0.4622,0,NA,NA,NA,-0.4252,0.4622,0,NA,NA,NA
"159","ALPA","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",-0.4166,0.4573,0,-0.2832,0.4622,4e-04,0.6781,0.4622,0,NA,NA,NA,-0.5599,0.4622,0,NA,NA,NA
"166","ALPA","Pulsera","TargetVar","S_daysleeper",0.1685,0,0.0361,0.1028,0,0.2031,-0.2633,0,9e-04,NA,NA,NA,0.2224,0,0.0054,NA,NA,NA
"167","ALPA","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",-0.1153,0.3941,0.1533,-0.1104,0.4172,0.1714,0.2172,0.4172,0.0066,NA,NA,NA,-0.1659,0.4172,0.0391,NA,NA,NA
"168","ALPA","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",0.4378,0.4573,0,0.3332,0.4622,0,-0.7454,0.4622,0,NA,NA,NA,0.6005,0.4622,0,NA,NA,NA
"169","ALPA","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",-0.0985,0.4573,0.2228,-0.1071,0.4622,0.1846,0.1974,0.4622,0.0138,NA,NA,NA,-0.1461,0.4622,0.0696,NA,NA,NA
"170","ALPA","Pulsera","TargetVar","S_dur_day_IN_unbt_min",0.0999,0.3941,0.2163,0.0954,0.4172,0.2378,-0.188,0.4172,0.0192,NA,NA,NA,0.1436,0.4172,0.0746,NA,NA,NA
"171","ALPA","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",0.0095,0.4255,0.9061,0.0162,0.4396,0.841,-0.0246,0.4396,0.7616,NA,NA,NA,0.0162,0.4396,0.8417,NA,NA,NA
"172","ALPA","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",-0.1775,1,0.0272,-0.1438,1,0.0743,0.3103,0.9618,1e-04,NA,NA,NA,-0.2464,0.9995,0.002,NA,NA,NA
"173","ALPA","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",0.1767,0.4255,0.0279,0.1334,0.4396,0.0979,-0.2999,0.4396,2e-04,NA,NA,NA,0.242,0.4396,0.0024,NA,NA,NA
"174","ALPA","Pulsera","TargetVar","S_dur_day_min",0.1692,0.4573,0.0353,0.0933,0.4622,0.248,-0.2554,0.4622,0.0013,NA,NA,NA,0.22,0.4622,0.006,NA,NA,NA
"175","ALPA","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",0.1432,0.3941,0.0756,0.0852,0.4172,0.2917,-0.2218,0.4172,0.0055,NA,NA,NA,0.1883,0.4172,0.019,NA,NA,NA
"176","ALPA","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",0.469,0.4255,0,0.3481,0.4396,0,-0.7905,0.4396,0,NA,NA,NA,0.6404,0.4396,0,NA,NA,NA
"177","ALPA","Pulsera","TargetVar","S_dur_day_spt_min",0.2548,0.4255,0.0014,0.1578,0.4396,0.0499,-0.4005,0.4396,0,NA,NA,NA,0.3372,0.4396,0,NA,NA,NA
"178","ALPA","Pulsera","TargetVar","S_dur_day_total_IN_min",0.0924,0.4573,0.2527,0.0345,0.4622,0.6699,-0.1242,0.4622,0.1235,NA,NA,NA,0.1145,0.4622,0.156,NA,NA,NA
"179","ALPA","Pulsera","TargetVar","S_dur_day_total_LIG_min",0.0843,0.4255,0.297,0.0608,0.4396,0.452,-0.1405,0.4396,0.0813,NA,NA,NA,0.1145,0.4396,0.156,NA,NA,NA
"180","ALPA","Pulsera","TargetVar","S_dur_day_total_MOD_min",0.4135,0.2763,0,0.2976,0.3302,2e-04,-0.6884,0.3302,0,NA,NA,NA,0.5614,0.3302,0,NA,NA,NA
"181","ALPA","Pulsera","TargetVar","S_dur_day_total_VIG_min",-0.2797,0.2155,4e-04,-0.2266,0.9999,0.0046,0.4889,0,0,NA,NA,NA,-0.3884,0.0247,0,NA,NA,NA
"183","ALPA","Pulsera","TargetVar","S_dur_spt_min",0.1038,0.4573,0.1987,0.0844,0.4622,0.2963,-0.1818,0.4622,0.0236,NA,NA,NA,0.1443,0.4622,0.0733,NA,NA,NA
"184","ALPA","Pulsera","TargetVar","S_dur_spt_sleep_min",0.3276,0.4573,0,0.2572,0.4622,0.0012,-0.5651,0.4622,0,NA,NA,NA,0.4521,0.4622,0,NA,NA,NA
"185","ALPA","Pulsera","TargetVar","S_dur_spt_wake_IN_min",-0.2604,0.4573,0.0011,-0.2011,0.4622,0.0121,0.446,0.4622,0,NA,NA,NA,-0.3582,0.4622,0,NA,NA,NA
"186","ALPA","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",-0.1714,0.3042,0.033,-0.142,0.3514,0.0781,0.3025,0.3514,1e-04,NA,NA,NA,-0.239,0.3514,0.0027,NA,NA,NA
"187","ALPA","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",-0.183,0.0778,0.0227,-0.1488,0.153,0.0647,0.3204,0.153,0,NA,NA,NA,-0.2543,0.153,0.0014,NA,NA,NA
"188","ALPA","Pulsera","TargetVar","S_dur_spt_wake_VIG_min",-0.1578,0,0.0498,-0.1211,0,0.1332,0.2697,0,7e-04,NA,NA,NA,-0.2169,0,0.0067,NA,NA,NA
"189","ALPA","Pulsera","TargetVar","S_L10TIME_num",0.4015,0.4573,0,0.2875,0.4622,3e-04,-0.667,0.4622,0,NA,NA,NA,0.5446,0.4622,0,NA,NA,NA
"190","ALPA","Pulsera","TargetVar","S_L10VALUE",-0.2996,0.4573,2e-04,-0.2428,0.4622,0.0023,0.5239,0.4622,0,NA,NA,NA,-0.4161,0.4622,0,NA,NA,NA
"191","ALPA","Pulsera","TargetVar","S_L5TIME_num",0.1764,0.4573,0.0281,0.1089,0.4622,0.1775,-0.2769,0.4622,5e-04,NA,NA,NA,0.2333,0.4622,0.0035,NA,NA,NA
"192","ALPA","Pulsera","TargetVar","S_L5VALUE",-0.3844,0.4573,0,-0.3076,0.4622,1e-04,0.6684,0.4622,0,NA,NA,NA,-0.5324,0.4622,0,NA,NA,NA
"193","ALPA","Pulsera","TargetVar","S_M10TIME_num",-0.2997,0.4255,2e-04,-0.2427,0.4396,0.0023,0.5238,0.4396,0,NA,NA,NA,-0.4161,0.4396,0,NA,NA,NA
"194","ALPA","Pulsera","TargetVar","S_M10VALUE",0.2454,0.4573,0.0021,0.1785,0.4622,0.0263,-0.4102,0.4622,0,NA,NA,NA,0.3338,0.4622,0,NA,NA,NA
"195","ALPA","Pulsera","TargetVar","S_M5TIME_num",-0.1276,0.4573,0.1137,-0.1109,0.4622,0.1697,0.23,0.4622,0.004,NA,NA,NA,-0.1797,0.4622,0.0252,NA,NA,NA
"196","ALPA","Pulsera","TargetVar","S_M5VALUE",0.446,0.4573,0,0.3412,0.4622,0,-0.7611,0.4622,0,NA,NA,NA,0.6124,0.4622,0,NA,NA,NA
"198","ALPA","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",-0.0087,0.0012,0.9143,-0.0257,0.0148,0.7505,0.0325,0.0148,0.688,NA,NA,NA,-0.0185,0.0148,0.8192,NA,NA,NA
"201","ALPA","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",-0.0312,0.1783,0.6995,-0.0024,0.251,0.9768,0.0334,0.251,0.68,NA,NA,NA,-0.0355,0.251,0.6608,NA,NA,NA
"202","ALPA","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",0.1077,0.0012,0.1821,0.0918,0.0148,0.256,-0.1925,0.0148,0.0164,NA,NA,NA,0.1512,0.0148,0.0605,NA,NA,NA
"203","ALPA","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",-0.1816,1,0.0238,-0.1471,1,0.0678,0.3174,0.8296,1e-04,NA,NA,NA,-0.2521,0.992,0.0016,NA,NA,NA
"204","ALPA","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",0.1305,0.3042,0.1057,0.1006,0.3514,0.2132,-0.2233,0.3514,0.0052,NA,NA,NA,0.1794,0.3514,0.0255,NA,NA,NA
"205","ALPA","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",0.2302,0.2589,0.004,0.1536,0.2872,0.0564,-0.372,0.3525,0,NA,NA,NA,0.3084,0.3381,1e-04,NA,NA,NA
"207","ALPA","Pulsera","TargetVar","S_Nblocks_day_total_IN",-0.0603,0.3333,0.4564,-0.0383,0.373,0.6361,0.0956,0.373,0.2366,NA,NA,NA,-0.0801,0.373,0.322,NA,NA,NA
"208","ALPA","Pulsera","TargetVar","S_Nblocks_day_total_LIG",0.1022,0.3333,0.2056,0.0728,0.373,0.3681,-0.1694,0.373,0.0351,NA,NA,NA,0.1385,0.373,0.0856,NA,NA,NA
"209","ALPA","Pulsera","TargetVar","S_Nblocks_day_total_MOD",0.271,0.2006,6e-04,0.1851,0.2699,0.0211,-0.4419,0.2699,0,NA,NA,NA,0.3645,0.2699,0,NA,NA,NA
"211","ALPA","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",-0.3902,0.0014,0,-0.3162,0.9507,1e-04,0.6822,0,0,NA,NA,NA,-0.5419,3e-04,0,NA,NA,NA
"213","ALPA","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",-0.1786,0.121,0.0262,-0.1433,0.1985,0.0753,0.3109,0.1985,1e-04,NA,NA,NA,-0.2475,0.1985,0.0019,NA,NA,NA
"214","ALPA","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",-0.1826,0.121,0.023,-0.146,0.1985,0.0699,0.3174,0.1985,1e-04,NA,NA,NA,-0.2529,0.1985,0.0015,NA,NA,NA
"215","ALPA","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",-0.1758,0.0396,0.0287,-0.1418,0.1036,0.0784,0.3067,0.1036,1e-04,NA,NA,NA,-0.2439,0.1036,0.0022,NA,NA,NA
"216","ALPA","Pulsera","TargetVar","S_Nblocks_spt_wake_VIG",-0.1745,0,0.0299,-0.1318,0,0.1021,0.2962,0,2e-04,NA,NA,NA,-0.239,0,0.0027,NA,NA,NA
"217","ALPA","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",0.0084,0.0035,0.9176,-0.0131,0.0269,0.8716,0.0037,0.0269,0.9632,NA,NA,NA,0.0048,0.0269,0.9526,NA,NA,NA
"220","ALPA","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",0.1077,0.0012,0.1821,0.0918,0.0148,0.256,-0.1925,0.0148,0.0164,NA,NA,NA,0.1512,0.0148,0.0605,NA,NA,NA
"221","ALPA","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_10",-0.1816,1,0.0238,-0.1471,1,0.0678,0.3174,0.8296,1e-04,NA,NA,NA,-0.2521,0.992,0.0016,NA,NA,NA
"224","ALPA","Pulsera","TargetVar","S_nonwear_perc_day",0.1198,2e-04,0.1377,0.081,0.0064,0.3163,-0.1946,0.0064,0.0153,NA,NA,NA,0.1608,0.0064,0.0456,NA,NA,NA
"225","ALPA","Pulsera","TargetVar","S_nonwear_perc_day_spt",-0.1889,0.3633,0.0186,-0.1489,0.3949,0.0645,0.3264,0.3949,0,NA,NA,NA,-0.2609,0.3949,0.001,NA,NA,NA
"226","ALPA","Pulsera","TargetVar","S_nonwear_perc_spt",-0.2296,0.2763,0.004,-0.1768,0.3302,0.0278,0.3929,0.3302,0,NA,NA,NA,-0.3157,0.3302,1e-04,NA,NA,NA
"227","ALPA","Pulsera","TargetVar","S_quantile_mostactive30min_mg",0.2554,0.4573,0.0013,0.1657,0.4622,0.0393,-0.4084,0.4622,0,NA,NA,NA,0.3406,0.4622,0,NA,NA,NA
"228","ALPA","Pulsera","TargetVar","S_quantile_mostactive60min_mg",0.3219,0.4573,0,0.2178,0.4622,0.0065,-0.523,0.4622,0,NA,NA,NA,0.4323,0.4622,0,NA,NA,NA
"229","ALPA","Pulsera","TargetVar","S_sleep_efficiency",0.2833,0.4573,4e-04,0.2204,0.4622,0.0059,-0.4868,0.4622,0,NA,NA,NA,0.3903,0.4622,0,NA,NA,NA
"231","ALPA","Pulsera","TargetVar","S_sleeponset",0.0956,0.3042,0.2368,0.0475,0.3514,0.5571,-0.1394,0.3514,0.0836,NA,NA,NA,0.1225,0.3514,0.129,NA,NA,NA
"232","ALPA","Pulsera","TargetVar","S_wakeup",0.2106,0.3941,0.0085,0.1351,0.4172,0.0937,-0.3353,0.4172,0,NA,NA,NA,0.2802,0.4172,4e-04,NA,NA,NA
"353","CASGA","Diario","TargetVar","D_animus",0.0836,0.1322,0.2224,-0.0797,0.6332,0.2447,0.1059,0.0911,0.1214,-0.1079,0.3427,0.1146,0.1121,0.0648,0.1013,NA,NA,NA
"354","CASGA","Diario","TargetVar","D_anxiety",-0.0843,0.0033,0.2185,0.0776,0.7137,0.2575,-0.1975,0.0099,0.0036,0.206,0.0041,0.0024,-0.159,0.0787,0.0196,NA,NA,NA
"355","CASGA","Diario","TargetVar","D_caffeine",0.1238,0.0424,0.07,-6e-04,0.2077,0.9927,-0.3515,0.0061,0,0.0549,0.5226,0.4232,0.1116,0.6224,0.1028,NA,NA,NA
"356","CASGA","Diario","TargetVar","D_concentration",-0.001,0.44,0.9883,-0.0278,0.8732,0.6853,-0.0761,0.5211,0.2667,0.1471,0.0781,0.0311,-0.0798,0.4489,0.2439,NA,NA,NA
"358","CASGA","Diario","TargetVar","D_irritability",0.1184,0,0.0833,-0.1386,0.3766,0.0424,-0.2049,0.0168,0.0025,0.2641,0,1e-04,-0.044,0.0196,0.521,NA,NA,NA
"359","CASGA","Diario","TargetVar","D_motivation",-0.066,0.0324,0.3352,0.0033,0.605,0.9617,0.175,0.0165,0.0101,-0.0242,0.0793,0.7239,-0.0607,0.2276,0.3757,NA,NA,NA
"360","CASGA","Diario","TargetVar","D_observation_string_length",0.1775,1e-04,0.0091,-0.2,0.3743,0.0032,0.3187,0,0,-0.2462,0.2315,3e-04,0.2341,0.0049,5e-04,NA,NA,NA
"361","CASGA","Diario","TargetVar","D_sleep_duration",-0.1882,0.0977,0.0056,0.0407,0.6239,0.5528,0.0827,0.2766,0.2271,0.2674,0.0447,1e-04,-0.3167,0.0741,0,NA,NA,NA
"362","CASGA","Diario","TargetVar","D_sleep_quality",0.0742,0.4144,0.279,-0.1039,0.2881,0.129,-0.0545,0.7099,0.4266,0.1343,0.1245,0.0492,-0.0197,0.6324,0.774,NA,NA,NA
"363","CASGA","Diario","TargetVar","D_sleep_time",0.0265,0.3636,0.6989,-0.1334,0.9957,0.0509,-0.0591,0.356,0.3884,0.3262,0.0118,0,-0.1725,0.2662,0.0113,NA,NA,NA
"364","CASGA","Diario","TargetVar","D_sleep_zenith",0.0586,0.0946,0.3925,-0.0392,0.617,0.568,0.0754,0.0197,0.2712,-0.1183,0.2831,0.0836,0.1047,0.3947,0.1259,NA,NA,NA
"365","CASGA","Diario","TargetVar","D_slowness_fill_form",0.1025,0.8323,0.1341,-0.143,0.6108,0.0362,0.1545,0.9669,0.0235,-0.0446,0.3592,0.5152,0.0795,0.4759,0.2455,NA,NA,NA
"366","CASGA","Diario","TargetVar","D_slowness_fill_form_no_outliers",0.085,0.8323,0.2146,-0.1447,0.6108,0.034,0.1829,0.9669,0.0072,-0.0266,0.3592,0.698,0.0511,0.4759,0.4557,NA,NA,NA
"367","CASGA","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",0.085,0.8323,0.2146,-0.1447,0.6108,0.034,0.1829,0.9669,0.0072,-0.0266,0.3592,0.698,0.0511,0.4759,0.4557,NA,NA,NA
"368","CASGA","Diario","TargetVar","D_time_start_form",0.0247,0.4154,0.7188,-0.0942,0.7009,0.1687,-0.0713,0.2395,0.2979,0.2456,0.3505,3e-04,-0.1223,0.5647,0.0735,NA,NA,NA
"370","CASGA","Diario","TargetVar","D_wakeup_time",-0.0515,0.4946,0.4521,-0.0091,0.7454,0.8943,0.0998,0.837,0.1446,0.0467,0.0409,0.4954,-0.0822,0.3597,0.2298,NA,NA,NA
"372","CASGA","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",-0.5675,0.4463,0,0.2797,0.4525,0.0053,NA,NA,NA,0.5286,0.4525,0,-0.7473,0.4525,0,NA,NA,NA
"373","CASGA","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",-0.27,0.4463,0.0072,-0.0861,0.4525,0.3993,NA,NA,NA,0.7266,0.4525,0,-0.6795,0.4525,0,NA,NA,NA
"374","CASGA","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",-0.0965,0.4463,0.3445,-0.241,0.4525,0.0168,NA,NA,NA,0.7155,0.4525,0,-0.5536,0.4525,0,NA,NA,NA
"375","CASGA","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",-0.439,0.4463,0,0.1362,0.4525,0.1813,NA,NA,NA,0.5829,0.4525,0,-0.6968,0.4525,0,NA,NA,NA
"376","CASGA","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",0.4596,0.4463,0,-0.1606,0.4525,0.1142,NA,NA,NA,-0.5711,0.4525,0,0.7028,0.4525,0,NA,NA,NA
"377","CASGA","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",0.3891,0.3296,1e-04,-0.2663,0.3684,0.008,NA,NA,NA,-0.2011,0.3684,0.0471,0.4024,0.3684,0,NA,NA,NA
"378","CASGA","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",0.6157,0.4463,0,-0.388,0.4525,1e-04,NA,NA,NA,-0.3904,0.4525,1e-04,0.686,0.4525,0,NA,NA,NA
"379","CASGA","Pulsera","TargetVar","S_ACC_day_mg",0.2065,0.4463,0.0413,-0.2724,0.4525,0.0067,NA,NA,NA,0.1773,0.4525,0.0807,0.0199,0.4525,0.8457,NA,NA,NA
"380","CASGA","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",-0.2719,0.1438,0.0068,0.044,0.2186,0.6668,NA,NA,NA,0.4483,0.2186,0,-0.4911,0.2186,0,NA,NA,NA
"381","CASGA","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",0.2113,0.4463,0.0367,0.0155,0.4525,0.8797,NA,NA,NA,-0.4562,0.4525,0,0.4552,0.4525,0,NA,NA,NA
"382","CASGA","Pulsera","TargetVar","S_ACC_day_spt_mg",0.2542,0.4064,0.0115,-0.4093,0.4241,0,NA,NA,NA,0.3786,0.4241,1e-04,-0.0848,0.4241,0.4064,NA,NA,NA
"383","CASGA","Pulsera","TargetVar","S_ACC_day_total_IN_mg",-0.4716,0.4463,0,0.188,0.4525,0.0638,NA,NA,NA,0.5359,0.4525,0,-0.687,0.4525,0,NA,NA,NA
"384","CASGA","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",0.6409,0.4463,0,-0.475,0.4525,0,NA,NA,NA,-0.2522,0.4525,0.0122,0.6089,0.4525,0,NA,NA,NA
"385","CASGA","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",0.3843,0.2588,1e-04,-0.0678,0.3149,0.5069,NA,NA,NA,-0.6215,0.3149,0,0.6858,0.3149,0,NA,NA,NA
"386","CASGA","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",0.292,0.4463,0.0035,-0.4881,0.4525,0,NA,NA,NA,0.4739,0.4525,0,-0.124,0.4525,0.2237,NA,NA,NA
"387","CASGA","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",0.165,0.3674,0.1044,-0.4335,0.396,0,NA,NA,NA,0.6096,0.396,0,-0.3031,0.396,0.0024,NA,NA,NA
"388","CASGA","Pulsera","TargetVar","S_ACC_spt_mg",-0.0695,0.4463,0.4967,-0.1364,0.4525,0.1804,NA,NA,NA,0.4347,0.4525,0,-0.3437,0.4525,5e-04,NA,NA,NA
"389","CASGA","Pulsera","TargetVar","S_ACC_spt_sleep_mg",0.036,0.4463,0.7248,-0.0157,0.4525,0.878,NA,NA,NA,-0.038,0.4525,0.7106,0.0504,0.4525,0.6219,NA,NA,NA
"390","CASGA","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",0.146,0.4463,0.1514,-0.3951,0.4525,1e-04,NA,NA,NA,0.5644,0.4525,0,-0.2853,0.4525,0.0044,NA,NA,NA
"391","CASGA","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",0.2237,0.4463,0.0268,0.0911,0.4525,0.3724,NA,NA,NA,-0.6449,0.4525,0,0.5922,0.4525,0,NA,NA,NA
"392","CASGA","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",0.4898,0.4463,0,-0.5425,0.4525,0,NA,NA,NA,0.1962,0.4525,0.0528,0.2002,0.4525,0.0481,NA,NA,NA
"393","CASGA","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",0.2175,0,0.0314,-0.1004,0.5277,0.3255,NA,NA,NA,-0.2175,5e-04,0.0314,0.2966,0,0.003,NA,NA,NA
"399","CASGA","Pulsera","TargetVar","S_cleaningcode",-0.3921,0,1e-04,0.5691,0,0,NA,NA,NA,-0.4494,0.2501,0,0.0391,0.5245,0.7022,NA,NA,NA
"400","CASGA","Pulsera","TargetVar","S_daysleeper",0.1077,0.3346,0.2913,-0.1433,0.3395,0.1592,NA,NA,NA,0.0953,0.5431,0.3508,0.0085,1,0.934,NA,NA,NA
"401","CASGA","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",0.0422,0.4536,0.6797,-0.2056,0.4241,0.0422,NA,NA,NA,0.3613,0.4812,3e-04,-0.2175,0.4839,0.0314,NA,NA,NA
"402","CASGA","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",0.1828,0.461,0.0715,-0.239,0.396,0.0178,NA,NA,NA,0.1524,0.5105,0.1341,0.0208,0.5159,0.8392,NA,NA,NA
"403","CASGA","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",-0.0601,0.4463,0.5563,0.0961,0.4525,0.3466,NA,NA,NA,-0.088,0.4525,0.3889,0.019,0.4525,0.8528,NA,NA,NA
"404","CASGA","Pulsera","TargetVar","S_dur_day_IN_unbt_min",0.5844,0.0354,0,-0.2946,0.0962,0.0032,NA,NA,NA,-0.5301,0.0962,0,0.7599,0.0962,0,NA,NA,NA
"405","CASGA","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",0.4382,0.4536,0,-0.4161,0.4241,0,NA,NA,NA,0.0255,0.4812,0.8031,0.2814,0.4839,0.005,NA,NA,NA
"406","CASGA","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",-0.4299,0.2207,0,0.1283,0.1584,0.2081,NA,NA,NA,0.5818,0.3975,0,-0.6898,0.4113,0,NA,NA,NA
"407","CASGA","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",0.3572,0.4064,3e-04,-0.3311,0.4241,9e-04,NA,NA,NA,0.0032,0.4241,0.975,0.2414,0.4241,0.0167,NA,NA,NA
"408","CASGA","Pulsera","TargetVar","S_dur_day_min",0.0054,0.4463,0.9579,-0.093,0.4525,0.3622,NA,NA,NA,0.1908,0.4525,0.0598,-0.1264,0.4525,0.2147,NA,NA,NA
"409","CASGA","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",0.5443,0.1639,0,-0.3817,0.1973,1e-04,NA,NA,NA,-0.2614,0.2666,0.0093,0.5494,0.2701,0,NA,NA,NA
